owner_older40,owner_male,num_livestock,years_edu,num_employees,grid_subsidy_amount,grid_connection,firm_revenue
0,1,0,8,2,150,0,8580.324
0,0,2,5,4,200,0,6351.265
0,1,2,7,0,200,0,8213.58
0,1,5,5,4,50,0,7535.571
0,0,2,6,0,100,0,3096.492
0,0,0,6,2,200,0,5236.617
1,1,4,4,0,150,1,21332.75
0,1,3,10,2,50,0,12311.83
0,0,1,10,2,200,0,6624.983
0,1,2,5,2,50,0,11702.47
0,0,6,8,1,150,0,9391.263
0,1,1,7,3,100,0,12315.12
0,0,1,4,4,250,0,3608.166
0,1,1,10,4,250,0,7358.826
0,1,1,5,2,200,0,7573.668
0,0,1,9,2,50,0,4427.672
0,0,1,7,5,200,0,7626.825
0,1,0,10,1,150,0,9517.875
0,0,1,6,2,250,0,4640.681
0,0,5,9,0,200,0,7234.169
1,1,0,8,4,50,1,24210.62
0,0,3,6,1,50,0,10531.88
0,0,3,9,1,250,0,6814.785
0,0,2,7,3,100,0,8705.464
1,1,2,5,2,50,1,22359.54
0,0,2,6,3,100,0,3858.783
0,0,2,5,2,50,0,7449.061
0,0,0,6,2,200,0,3639.438
0,1,2,6,1,150,1,19029.97
0,1,1,9,3,50,0,10527.85
1,0,2,9,4,250,0,8652.777
0,1,1,6,2,250,1,17424.61
1,1,1,8,2,200,1,22632.5
0,0,0,4,2,150,0,6010.528
1,0,0,4,3,50,0,7963.409
0,1,3,10,2,150,0,10512.79
0,1,2,6,0,100,0,10404.23
0,1,2,6,2,250,1,18049.31
0,1,2,10,0,150,0,7979.136
1,0,2,9,6,150,0,10779.54
1,1,5,5,1,50,0,11992.72
1,0,1,5,1,150,0,9760.338
0,0,2,4,2,50,0,4251.706
0,0,3,6,2,50,0,8479.76
1,0,5,4,2,250,0,7730.816
1,1,4,7,1,150,1,19221.35
0,1,3,6,2,100,0,8221.759
0,1,1,6,1,250,0,5746.381
0,1,5,6,1,100,0,12862.96
0,0,3,6,2,200,0,9479.428
0,0,1,5,4,150,0,9872.99
1,0,2,8,0,100,1,20499.65
0,1,1,7,0,250,0,7466.39
1,1,1,6,2,200,1,22548.37
1,0,1,5,5,150,1,22767.71
0,1,4,7,0,100,0,7824.774
0,1,9,9,2,100,0,10988.27
0,0,2,9,3,50,0,6399.042
0,1,1,7,1,200,1,25832.01
0,1,1,5,0,250,0,8567.263
0,0,2,7,4,100,0,5371.535
0,0,5,5,5,150,0,6173.306
0,1,2,5,1,150,0,8237.538
0,1,4,6,3,100,0,12685.27
1,0,2,8,1,200,0,9825.088
0,0,2,9,3,150,0,9365.825
0,0,2,6,2,100,0,6174.857
0,0,1,4,2,200,0,5932.409
1,0,2,8,3,150,0,9863.33
0,1,3,9,1,100,0,10104.7
1,0,1,6,2,100,0,8871.073
1,0,3,9,2,100,1,20275.47
0,1,2,7,1,50,0,5988.002
0,1,3,6,0,200,0,6638.797
0,1,0,9,2,150,0,10257.73
1,0,3,10,2,50,0,11156.66
0,0,3,6,3,150,0,5874.716
0,0,5,9,2,50,0,6252.578
0,0,2,6,2,150,0,7831.853
1,1,5,9,1,50,0,9961.083
0,1,2,6,1,150,0,7545.425
1,1,5,6,1,250,1,19617.61
0,1,2,9,2,250,1,19280.89
1,1,2,7,4,200,1,18899.45
0,1,4,6,3,200,1,18568.79
0,0,3,9,1,50,0,7238.334
1,0,5,7,2,50,1,29661.6
0,0,0,8,2,200,0,3802.487
0,1,1,8,1,50,0,7175.196
0,0,7,6,1,250,0,6300.429
0,1,3,8,0,50,0,12038.46
0,0,0,5,1,100,0,6679.695
1,0,2,7,1,150,1,20414.45
0,0,4,5,5,100,0,6191.295
0,0,2,6,0,100,0,9674.558
0,0,0,5,1,50,0,8042.254
1,0,5,9,0,200,1,18837.14
0,1,2,8,2,200,1,20517.18
0,0,2,8,1,250,0,7403.258
0,0,2,7,4,200,0,9260.271
1,1,5,8,2,200,1,21099.6
0,0,0,7,0,150,0,7591.567
0,1,2,8,1,50,0,8719.666
0,0,2,6,1,100,0,5105.505
0,0,4,7,2,50,0,9420.414
0,0,4,6,1,150,0,5853.422
0,1,3,6,4,100,0,9418.77
1,1,1,7,1,150,0,10768.17
0,1,6,9,1,200,0,9713.947
0,1,4,4,4,100,0,8830.84
0,0,3,4,2,250,0,5465.861
0,1,1,6,1,100,0,7323.378
0,1,4,5,1,100,0,9355.298
0,1,2,9,2,250,1,18361.22
0,0,3,5,3,50,0,4506.194
0,0,2,7,1,50,0,5065.942
1,1,3,4,0,150,0,9757.387
1,1,2,9,1,250,1,21290.13
1,1,1,8,2,100,1,20668.36
0,1,4,8,2,100,0,7911.374
0,0,3,5,1,50,0,5204.072
0,1,2,7,0,50,0,5753.269
1,0,0,7,2,200,0,9042.671
0,0,1,4,1,250,0,7016.555
0,0,1,7,1,50,0,6429.588
0,1,5,5,2,250,0,7877.294
0,1,1,9,1,150,0,9716.89
0,1,2,6,1,100,0,5606.863
1,0,2,4,2,150,0,8854.455
0,1,0,5,1,250,1,20115.43
1,0,2,5,3,50,1,22459.43
0,0,3,6,2,250,0,3525.539
0,1,1,7,2,200,1,22171.4
0,1,4,8,4,50,0,8086.715
0,0,2,6,2,250,0,5504.375
0,0,2,7,1,250,1,17600.73
1,1,0,10,2,50,1,21077.47
0,1,7,6,3,100,0,5510.901
0,0,2,5,0,150,0,4012.736
1,0,2,5,5,50,0,7719.53
0,0,0,8,5,150,0,6193.507
1,0,1,7,1,150,1,22603.42
0,1,2,8,0,100,0,8091.615
0,1,3,7,1,100,0,6569.76
1,0,3,7,0,150,0,9415.426
1,0,2,6,1,100,1,19814.6
1,0,3,5,1,150,0,7750.046
1,1,3,6,3,200,1,18979.76
1,1,3,8,3,50,1,29424.49
0,1,2,6,5,250,1,18792.83
0,1,3,6,1,250,0,5451.864
0,1,0,6,3,100,0,9614.501
0,1,0,6,2,50,0,11084.26
0,0,3,6,3,50,0,4828.724
0,1,2,5,3,200,0,5387
0,1,1,7,2,200,0,6915.125
0,1,2,6,3,250,1,20511.02
0,0,6,4,2,200,0,7878.045
0,1,5,9,1,50,0,9671.675
0,0,4,7,2,200,0,6297.808
1,1,7,7,1,150,1,19932.93
0,1,4,7,3,250,1,18373.22
1,1,5,5,6,200,0,10071.3
1,1,0,7,3,50,0,11841.62
1,1,2,10,3,100,1,23776.21
1,1,4,9,1,100,1,22356.73
0,0,2,7,3,200,1,17976.95
0,1,4,9,0,100,0,8450.189
1,1,1,7,1,150,1,21804.64
0,1,2,8,1,50,0,9356.144
0,0,2,6,4,250,0,5234.955
0,0,1,6,2,250,0,5502.472
0,1,1,8,2,150,1,23104.19
0,0,1,5,0,150,0,4417.939
1,0,5,5,2,200,0,9727.167
0,0,4,6,1,200,0,4516.453
0,1,2,8,1,150,1,20176.92
1,0,2,9,2,100,1,23983.87
1,1,3,6,1,150,1,18929.44
0,1,2,4,2,100,0,8370.008
0,0,4,9,3,250,0,5321.037
0,1,3,8,2,50,0,10364.56
0,0,3,5,1,250,0,4706.495
0,1,1,9,1,200,0,8829.647
0,0,1,5,2,200,0,2469.498
0,1,4,8,3,50,1,21460.88
0,1,0,6,1,100,0,9576.948
1,1,1,8,2,250,1,22641.76
1,1,5,9,2,150,1,21547.81
0,1,3,7,1,250,0,6118.686
0,0,1,6,2,100,0,4842.066
0,1,7,8,2,100,0,9278.853
0,1,4,7,0,50,0,10169.53
0,1,2,5,1,100,0,9532.051
0,0,2,4,1,200,0,5248.402
1,0,1,7,0,150,0,8134.327
0,0,2,9,2,150,1,19634.41
0,0,3,6,2,250,1,18416.4
0,1,1,6,3,150,0,5025.766
0,0,0,6,3,50,0,5755.321
1,0,1,6,1,50,0,11406.5
0,0,5,7,0,250,0,7778.254
0,1,4,4,2,100,0,6607.783
1,0,2,4,0,150,0,7530.325
0,1,2,8,3,250,0,8543.193
0,1,0,6,2,200,0,8859.41
0,0,2,9,4,200,0,6879.289
0,1,7,7,1,200,1,22209.82
0,0,2,10,3,150,0,10439.53
0,1,2,10,3,100,1,19545.37
0,0,3,9,0,150,1,19538.05
0,0,2,4,3,150,0,3990.622
0,1,0,7,1,50,0,7969.68
1,1,2,9,2,100,0,11588.18
1,0,0,4,1,50,0,7144.278
1,0,2,8,5,100,0,8180.344
0,0,2,6,3,50,0,5310.926
0,1,2,4,1,150,0,11335.23
0,0,2,5,1,200,0,6069.393
1,0,5,10,0,200,1,25837.75
0,0,4,9,4,100,0,5646.524
0,0,4,9,1,50,0,4091.136
0,1,5,7,4,100,0,10368.85
0,0,1,6,2,50,0,8019.603
0,0,0,9,3,50,0,6289.627
0,1,2,9,7,200,1,18738.04
0,1,4,5,3,50,0,5499.291
1,0,3,10,2,100,0,12221.34
0,1,1,9,5,200,0,8699.173
0,0,3,8,1,100,0,5438.54
0,1,0,10,3,150,1,19495.54
0,0,0,6,4,50,0,3217.205
0,1,2,7,1,150,0,7335.024
1,0,0,6,0,100,0,11766.09
0,1,0,7,4,200,0,9461.361
0,1,3,5,1,250,0,7547.882
0,0,2,5,0,250,0,3676.385
0,1,4,9,0,150,0,8101.128
0,0,3,5,1,200,1,19071.16
0,1,1,4,2,50,0,6045.883
0,1,0,10,3,150,1,25061.01
0,0,1,7,3,250,0,7062.919
1,1,0,5,1,50,1,21467
0,0,3,6,4,100,0,9580.735
0,0,4,6,0,100,0,5298.185
1,1,2,6,0,200,1,21234.33
1,1,1,8,2,200,1,28456.54
1,0,4,5,2,150,0,8792.957
0,1,9,4,2,100,0,7771.3
0,1,3,8,0,150,0,11431.15
1,0,4,8,2,250,1,19326.08
0,1,3,8,4,150,0,10036.8
0,0,0,10,2,50,0,7202.946
0,1,2,5,1,150,0,8451.342
0,0,4,9,0,50,0,7177.34
0,1,3,6,4,150,0,10834.96
1,1,5,10,3,150,1,21094.49
0,1,3,6,2,200,0,8130.756
0,1,5,5,4,200,0,7083.242
0,0,3,8,3,150,0,6720.53
0,0,2,6,1,50,0,4851.047
0,1,1,8,6,100,0,11893.5
1,1,1,5,3,200,0,10569.05
0,1,0,7,3,150,0,8058.455
0,1,7,8,4,200,0,8163.854
1,1,2,5,1,250,1,25025.87
0,1,3,8,3,150,0,10108.72
0,1,4,10,2,250,1,20547.73
0,0,3,6,2,250,0,9102.83
0,1,1,7,2,250,0,7743.708
0,0,2,4,5,200,0,4576.592
0,1,4,7,2,250,1,17068.79
0,1,2,6,4,100,0,11013.88
0,1,0,5,3,250,1,16971.71
1,0,3,7,3,100,0,10680.99
0,1,7,6,2,150,0,11034.51
0,0,1,8,2,200,0,4892.076
0,1,3,6,2,150,1,24513.96
1,0,1,9,1,200,0,9520.095
0,0,2,4,1,50,0,4777.533
1,0,1,4,0,250,1,19670.44
0,1,0,8,4,250,0,7325.505
0,1,6,4,0,100,0,10521.29
0,0,2,8,1,200,0,7452.633
0,0,3,9,0,100,0,5556.711
0,1,3,7,2,50,0,8163.419
0,1,4,10,2,50,0,11776.83
0,0,2,6,2,250,0,7953.813
0,0,1,7,3,250,1,17132.05
1,0,7,7,3,50,0,10733.47
0,1,3,6,0,200,0,7939.054
0,1,1,5,2,150,1,21210.45
0,1,3,5,3,50,0,4475.966
0,1,1,4,3,150,0,10360.78
0,1,2,9,4,100,0,11117.11
0,0,2,5,4,200,0,5493.581
1,0,6,9,1,100,0,8844.912
0,0,1,6,3,50,0,5084.548
0,1,0,8,6,100,0,9086.326
0,1,2,6,3,50,0,10611.78
0,1,3,8,0,200,0,9396.735
0,1,6,10,2,200,0,8835.257
0,0,6,7,1,150,0,5489.676
0,0,2,8,1,250,1,21205.36
1,0,0,7,2,250,1,18346.65
0,1,2,9,3,200,0,9965.068
1,0,2,7,2,150,1,19299.89
1,0,2,9,1,250,1,18297.92
0,0,4,5,4,150,0,6166.754
0,0,6,8,1,100,0,10653.46
0,1,0,5,1,250,0,4926.904
0,1,3,6,1,150,1,23380.99
1,0,3,6,0,200,0,9216.941
0,1,0,6,1,250,0,9459.824
0,1,0,4,2,100,0,7554.579
0,1,1,8,4,50,0,6857.758
0,1,1,10,0,100,0,11319.24
0,0,2,9,1,200,1,20699.69
1,1,3,7,0,100,0,11112.88
0,1,6,5,3,150,0,6175.287
0,1,7,8,4,200,1,18305.38
1,0,6,8,0,100,0,12438.1
0,1,5,10,2,200,0,8886.003
1,0,1,7,2,150,0,9236.7
0,1,4,8,2,100,0,9026.613
1,1,4,7,1,150,1,20445.36
0,0,4,5,2,50,0,5989.036
0,0,3,10,2,200,0,6461.932
0,0,1,9,2,150,0,6553.59
0,1,2,9,2,100,0,7924.243
0,0,1,8,2,250,0,8757.631
0,1,2,9,2,100,0,7963.914
0,0,3,9,4,50,0,8270.938
0,1,1,8,2,100,0,11797.43
0,1,5,7,2,150,0,5249.069
1,1,1,6,4,100,1,20952.21
1,0,1,8,3,150,1,25970.85
0,1,1,6,1,250,0,4916.759
1,1,2,6,1,50,1,25925.76
0,0,0,8,2,250,0,9617.75
0,1,1,7,1,250,0,7240.776
0,0,6,9,4,250,0,4188.451
0,0,4,9,2,150,0,5875.606
0,1,2,9,3,250,1,21112.06
0,0,6,9,0,250,1,19709.11
1,1,2,6,1,200,1,20005.54
0,0,1,5,3,100,0,4642.441
1,0,1,6,5,200,0,8878.149
0,1,1,7,1,250,0,7038.435
0,0,3,6,4,150,0,8489.487
0,0,1,10,2,150,1,19639.38
0,0,1,4,7,200,0,5917.727
1,0,1,7,3,50,0,9260.841
0,1,5,8,4,200,1,21789.52
0,0,3,6,1,200,0,4466.116
1,1,2,9,1,200,1,22101.8
0,1,1,10,0,200,0,9543.586
0,0,2,5,4,100,0,6450.018
0,0,3,7,2,50,0,4370.938
1,1,2,8,4,250,1,18970.11
0,1,2,9,2,250,1,20234.41
0,0,6,6,1,200,0,6225.582
0,0,1,9,0,50,0,8651.604
0,1,1,8,5,200,0,6630.43
0,0,0,9,2,150,0,10506.94
1,0,1,6,1,50,0,11382.37
0,0,5,6,0,250,0,5247.686
0,1,3,8,1,200,0,8689.65
0,0,0,6,3,100,0,5663.328
1,0,5,9,2,100,1,20463.08
0,0,3,8,0,50,0,6907.033
1,1,3,7,1,200,1,18267.02
0,0,0,10,3,200,1,18567.62
1,1,4,10,1,250,1,19025.43
0,1,0,5,1,50,0,7196.898
0,0,5,4,2,250,0,4490.488
0,0,2,10,2,200,0,5970.19
0,1,1,5,1,250,0,8838.004
0,0,1,10,1,50,0,8097.538
0,0,4,4,3,250,0,5902.328
1,1,1,7,1,250,1,19739.8
0,0,5,10,3,100,0,10455.09
0,1,3,7,3,50,0,8671.168
0,0,0,7,1,250,0,6047.673
0,0,4,7,1,100,0,7720.466
0,0,4,5,1,100,0,4558.476
0,0,1,10,2,50,0,7152.445
1,1,2,5,1,100,0,11373.81
0,1,3,6,3,200,0,6083.918
0,0,0,7,0,250,0,6624.801
1,0,1,10,3,150,1,20830.58
1,1,5,9,1,200,1,18764.27
1,1,4,9,1,200,1,20679.53
0,0,3,6,1,100,0,4827.047
0,0,3,10,3,150,0,5775.267
0,1,0,6,1,150,0,7566.125
0,0,1,6,1,50,0,5530.138
0,0,2,4,1,250,1,19016.74
0,1,1,6,1,250,0,7753.264
1,1,3,7,3,100,1,23599.49
0,1,3,7,1,150,0,7365.922
0,1,5,5,1,50,0,13160.86
1,1,2,9,1,250,1,23978.67
0,1,3,6,1,50,0,10009.72
1,1,1,5,5,200,1,18564.76
0,1,4,9,3,200,0,9545.663
0,1,4,8,1,250,1,19612.35
0,0,1,8,4,150,0,9901.715
1,0,5,5,4,200,1,21215.99
0,1,6,6,1,250,0,8537.029
0,0,1,5,1,250,0,6280.092
1,1,1,7,1,50,1,20719.2
0,0,0,7,1,100,0,4824.573
0,1,6,8,0,250,0,8310.878
1,0,1,5,1,250,1,20632.65
0,0,1,6,3,200,0,6167.128
0,0,4,7,4,50,0,8337.236
0,0,7,10,1,100,0,5617.726
1,1,1,9,1,50,0,12951.4
0,0,1,5,1,200,0,4101.934
0,0,3,9,0,150,0,7102.438
0,1,3,5,1,50,0,7683.466
0,1,2,5,3,200,0,6555.428
0,0,4,6,1,50,0,5990.94
0,1,8,5,2,150,0,10605.68
0,1,1,7,2,250,0,7130.482
0,0,1,6,1,50,0,3123.898
1,0,3,6,0,250,0,8590.422
1,1,0,4,4,100,0,11483.38
1,0,2,4,1,100,0,10389.04
0,0,2,10,1,50,0,7840.023
0,0,3,5,7,250,0,4672.99
1,1,3,7,5,250,1,18949.65
1,0,1,9,1,100,0,10005.56
1,1,0,6,0,250,1,22958.24
1,0,5,9,1,250,1,17764.67
0,0,3,8,0,150,0,5573.34
0,1,3,5,4,100,0,10812.09
0,1,4,4,2,150,0,6031.419
1,0,3,5,1,50,0,9896.85
0,1,0,5,1,200,0,6036.364
0,1,4,6,1,250,0,7586.981
0,0,1,8,0,150,0,5061.388
1,0,4,5,3,50,0,7800.137
1,0,4,10,3,50,0,11902.76
0,1,3,8,3,100,0,7891.039
1,0,5,10,1,150,1,19562.91
0,0,2,4,3,250,0,7422.43
0,0,2,9,0,200,0,5659.563
0,1,4,8,1,200,1,18479.72
0,1,3,10,1,100,0,9266.205
1,1,2,5,3,50,0,11783.13
0,0,4,4,2,150,0,6662.108
0,1,2,7,1,250,0,7184.792
0,1,2,7,1,200,0,7263.441
1,0,2,4,6,100,0,9488.242
1,1,3,4,1,50,0,8802.571
0,0,1,4,0,150,0,5706.124
0,0,3,5,0,200,0,5790.852
0,1,3,6,3,100,0,6025.549
1,0,2,8,0,100,0,10149.33
0,0,4,8,1,250,0,6216.436
0,0,1,7,3,100,0,5920.945
0,0,1,7,0,200,1,18604.06
0,1,6,8,6,50,0,8706.351
1,1,2,4,4,150,0,10753.71
0,0,1,7,3,200,0,3790.293
0,1,2,6,0,150,0,10884.92
1,1,1,9,1,150,1,19791.04
1,0,2,6,2,50,0,8034.415
0,1,1,10,2,200,0,8242.838
0,1,1,10,1,50,0,11340.49
1,0,2,6,1,50,0,9079.221
0,1,5,8,2,250,0,9046.991
1,1,1,10,1,150,1,26438.35
0,1,0,5,3,50,0,8583.617
0,0,3,5,1,150,0,4234.221
0,0,1,9,1,250,0,5696.524
0,0,2,7,1,200,0,5938.098
0,0,5,10,6,200,1,18382.86
0,1,2,6,4,150,0,5592.268
1,0,3,9,4,50,1,22652.59
1,0,1,7,4,250,1,19194.82
0,1,7,7,5,200,0,9453.424
0,1,1,10,3,50,0,12245.16
0,1,3,8,1,200,0,9597.527
0,1,1,5,3,200,1,20267.24
1,1,6,9,5,50,1,22155.97
0,1,1,7,7,200,1,21687.51
1,0,1,7,1,50,0,8415.81
0,0,4,7,1,250,1,18591.46
1,0,3,9,3,200,1,18762.94
0,0,3,8,0,50,0,5584.44
0,1,2,5,2,250,0,4909.153
0,1,2,5,1,100,0,9289.028
0,0,2,6,2,150,0,6024.351
0,0,0,8,1,100,0,5824.638
0,1,4,7,1,250,1,18267.57
1,1,5,9,2,150,1,23189.3
0,0,0,10,3,200,0,6703.517
0,1,3,4,4,100,0,8850.921
0,0,1,6,4,100,0,4229.764
0,1,2,6,1,250,1,18370.73
0,0,0,5,4,100,0,2813.182
0,1,3,4,3,50,0,7432.145
0,1,9,6,0,250,0,9634.187
0,0,4,7,1,200,0,7139.682
1,0,1,9,1,50,0,13660.24
1,0,4,9,2,200,1,20608.45
0,1,1,6,0,250,1,17975.32
1,0,3,9,4,250,1,19796.4
0,0,3,4,0,150,0,8557.51
1,0,3,5,1,200,1,18644
0,0,1,6,1,250,0,4112.378
0,0,3,8,2,200,0,5427.665
1,0,5,9,5,100,1,20956.61
1,0,0,7,2,200,0,10612.55
0,1,1,7,0,150,0,7198.653
0,1,5,10,0,200,0,7723.417
0,0,3,8,2,150,0,4976.426
1,1,1,6,2,150,0,11596.1
0,1,5,8,1,150,0,8422.859
1,1,5,10,2,50,1,25179.19
0,1,5,8,1,250,0,9003.694
1,0,1,5,2,200,1,18749.86
0,1,1,7,0,150,0,7580.257
0,1,1,8,1,250,0,7970.283
1,0,3,10,2,50,0,11258.36
0,1,3,5,3,200,0,9819.182
0,0,1,7,4,150,0,6420.427
1,0,2,10,1,50,0,9241.055
0,0,6,10,2,150,0,7663.671
0,1,5,7,3,100,1,21457.66
0,1,4,9,3,50,1,22440.29
1,1,5,7,1,50,1,22006.69
1,0,4,5,0,250,0,8686.803
0,0,3,8,1,50,0,6966.511
0,1,10,7,2,50,0,8568.671
0,1,6,5,1,250,0,8920.177
0,1,2,5,2,100,0,7493.674
0,0,3,7,2,200,0,9960.199
0,0,3,5,2,150,0,3980.611
0,1,3,6,3,50,0,9121.412
1,0,1,4,1,250,1,19222.94
0,1,0,5,1,100,0,11387.97
0,0,1,6,1,100,0,5901.131
0,0,2,10,2,100,0,9904.428
0,1,2,9,0,200,1,20259.38
0,1,4,9,1,50,0,11221.2
1,1,0,7,2,250,1,17805.01
0,1,3,5,0,150,0,6878.984
0,1,2,6,2,100,0,10357.36
0,0,4,5,4,200,0,7916.382
0,1,8,9,3,50,1,22181.82
0,1,0,8,2,250,0,7496.896
0,0,1,9,1,100,0,8004.764
0,1,4,8,0,150,0,10250.3
0,1,7,5,0,200,0,6834.229
1,1,5,7,0,50,1,21441.26
0,1,3,7,3,50,0,6440.524
0,1,3,5,1,100,0,6266.084
0,1,1,8,5,50,0,6749.03
0,0,0,7,4,200,0,4801.692
0,1,1,5,2,200,1,18388.86
0,0,1,6,1,100,0,4387.661
0,1,2,7,5,150,1,19011.32
0,0,3,6,1,100,0,10218.72
1,1,1,4,1,150,1,19765.68
0,1,0,7,0,100,0,11989.04
0,1,2,8,4,50,0,13015.42
0,1,1,6,4,100,0,7543.204
0,1,1,8,1,200,1,18443.01
0,1,3,8,2,250,1,16981.98
0,1,2,9,0,200,0,8778.842
0,1,0,8,4,200,1,21389.79
0,0,5,8,7,150,0,10808.08
0,1,1,7,2,150,1,21451.94
0,0,6,9,1,150,0,8524.476
0,0,2,7,1,250,0,5219.03
1,1,1,8,5,100,1,21792.63
0,0,4,10,2,100,0,7986.71
1,0,1,9,3,150,0,10749.51
0,0,0,7,2,200,0,6337.876
0,1,2,8,3,50,0,6444.064
0,0,2,4,1,150,0,8500.151
0,0,2,8,3,150,0,3852.34
0,1,1,5,2,200,1,23585.11
0,1,2,4,1,50,0,8909.711
0,1,4,6,0,100,0,10146.29
0,1,3,9,1,150,0,8972.813
1,1,2,4,2,250,1,22962.07
0,1,0,9,1,250,1,19776.31
1,0,2,9,0,150,0,9956.564
0,0,2,5,2,250,0,2561.088
0,0,4,8,0,250,1,21538.78
0,0,2,9,3,50,0,8828.373
0,1,9,9,1,50,0,7364.69
0,1,0,10,4,50,0,9012.223
0,1,1,7,0,150,0,6651.044
0,0,2,6,3,50,0,5041.671
1,0,0,5,2,100,0,9303.653
0,1,2,4,2,200,1,19216.02
0,1,4,7,4,100,0,7419.796
0,1,1,7,1,100,0,7588.587
0,0,2,10,4,50,0,12006.19
1,0,5,9,5,250,1,21996.07
0,1,1,7,2,150,0,11143.11
1,1,1,8,1,250,1,18944.65
0,1,6,6,3,200,1,20193.53
0,0,1,5,2,200,0,8378.01
0,1,2,7,2,150,0,7628.539
0,1,2,5,1,200,0,5598.676
0,1,2,8,1,150,0,9660.437
0,0,6,8,4,250,0,6107.486
0,0,1,5,3,50,0,8745.875
0,1,5,6,0,200,0,8476.011
0,0,4,9,2,50,0,7580.223
0,0,2,8,1,250,1,17827.8
0,0,2,9,6,100,0,8831.898
0,1,2,8,1,250,0,7339.355
1,0,1,7,3,50,0,8104.957
0,1,2,7,4,200,0,6828.209
0,0,0,6,7,150,0,5233.18
0,0,1,9,1,250,0,5503.152
0,1,0,5,2,250,0,8035.227
0,0,2,7,2,100,0,7668.477
0,1,7,4,1,150,0,5505.345
0,0,1,8,2,150,0,6668.614
0,1,6,10,3,50,0,6355.106
0,1,1,5,0,50,0,6048.384
1,1,2,5,2,100,1,20997.96
0,0,1,9,1,250,1,17623.3
0,1,1,10,1,250,1,17853.34
1,1,3,9,3,200,1,20965.68
0,0,1,7,1,250,0,7408.144
0,0,3,6,3,250,1,18331.39
1,0,0,8,1,200,0,9079.651
0,1,1,9,0,100,0,6446.771
1,0,1,6,2,250,1,21112.52
0,1,4,7,0,200,1,18543.06
0,0,3,9,2,250,1,17948.4
0,0,2,7,1,50,0,4758.983
0,0,1,7,1,100,0,4465.612
0,0,0,5,1,150,1,19765.05
0,1,0,7,2,50,0,9258.38
0,0,2,4,2,200,0,5517.35
0,1,0,7,1,150,0,7331.587
0,1,0,9,1,200,0,8631.76
0,1,2,6,1,250,1,17461.01
0,0,4,6,3,200,0,5223.765
0,1,1,7,1,100,0,6586.896
1,0,9,6,2,200,1,25504.28
0,1,4,5,0,50,0,7004.681
0,0,2,5,0,200,0,4926.89
0,1,1,7,4,200,0,7680.832
1,0,3,7,1,250,0,7690.018
0,1,4,7,5,100,0,9899.435
0,1,0,7,2,150,1,20438.53
0,0,1,4,0,100,0,9533.742
0,0,2,9,1,250,0,6591.801
1,1,4,9,5,250,1,19365.53
1,1,1,8,0,250,1,21122.71
0,0,1,9,3,200,1,19295.43
0,1,2,6,1,50,0,6566.86
0,0,8,8,3,200,0,8763.689
1,0,2,6,3,150,0,10916.96
1,1,2,5,1,100,0,11109.31
0,0,0,9,3,50,0,5754.787
1,1,2,5,4,50,1,26530.89
0,1,6,5,1,50,0,8916.365
0,1,2,9,4,100,0,10457.82
0,0,2,4,1,100,0,3175.539
0,1,3,6,3,50,0,12961.18
0,1,1,8,1,200,0,5216.21
0,0,1,8,2,250,0,4947.8
1,0,5,8,3,150,0,9958.798
0,0,3,5,4,100,0,7088.296
0,0,7,7,4,250,0,4777.18
0,0,3,4,1,100,0,5268.905
1,0,3,8,1,50,0,10858.18
1,0,1,8,3,50,0,9808.727
0,0,0,7,0,150,0,6097.911
1,1,2,7,1,50,0,12631.89
0,0,1,7,1,150,1,19950.57
0,1,2,8,4,100,0,9968.676
0,0,4,6,4,150,0,7374.123
1,1,5,9,2,150,0,11370.92
0,1,5,10,4,200,1,17915.5
0,0,1,10,4,200,1,22207.58
0,0,2,8,1,250,0,5020.102
0,1,3,10,0,50,0,9326.77
0,1,0,5,1,50,0,7747.604
1,0,3,4,2,50,0,7763.499
0,0,1,7,5,150,0,4791.537
0,0,2,6,1,50,0,4145.917
0,1,4,5,1,100,1,21146
0,0,2,6,4,50,0,9818.625
0,0,5,6,1,100,0,6764.379
1,1,5,8,2,50,0,11907.41
0,1,1,4,1,200,0,5095.846
0,0,3,5,2,250,0,5268.49
0,1,1,5,5,150,0,6669.36
0,1,2,6,1,250,1,18064.45
1,0,3,4,2,150,0,8133.176
0,1,1,4,2,250,0,8090.827
1,1,0,9,6,200,1,19468.7
0,1,7,7,0,50,0,8798.854
0,1,4,7,0,250,1,18826.37
0,1,2,6,1,50,0,11284.64
1,1,2,7,0,200,1,20957.63
1,0,2,4,0,50,0,8839.002
0,1,2,10,4,250,1,19591.03
0,0,1,5,7,200,0,5744.594
0,1,4,6,2,50,0,6850.264
0,0,1,9,2,150,0,8693.837
0,0,2,10,1,250,1,21138.87
0,0,1,9,1,50,0,6688.899
1,1,0,10,2,250,1,21292.45
1,0,2,7,0,150,0,8738.963
0,1,2,7,3,200,0,6685.502
0,1,0,9,0,50,0,10198.59
0,1,1,9,3,200,0,8808.979
0,0,2,7,1,250,0,6914.382
0,0,7,6,1,250,0,5982.963
1,1,5,10,0,50,1,27137.51
0,1,0,5,0,250,1,17844.58
1,0,1,10,1,150,1,22922.17
0,1,2,10,6,50,0,8036.264
0,1,2,6,2,150,0,8315.585
1,1,1,9,1,50,1,21700.75
0,1,0,7,2,150,0,6536.196
0,0,4,5,1,200,0,6604.105
0,1,3,4,3,50,0,8536.464
1,0,0,4,1,50,0,7689.989
